Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1995,3,66,William Henderson,FB,2006,1,1,10,39,188,,,,,,123,426,5,320,2409,14,,,North Carolina
1995,3,73,Brian M. Williams,LB,2002,0,0,3,35,81,,,,,,,,,,,,4,6.0,USC
1995,3,90,Antonio Freeman,WR,2003,1,1,6,65,132,,,,,,8,17,0,477,7251,61,,,Virginia Tech
1995,4,117,Jeff Miller,T,,0,0,0,,,,,,,,,,,,,,,,Mississippi
1995,5,160,Jay Barker,QB,,0,0,0,,,,,,,,,,,,,,,,Alabama
1995,5,170,Travis Jervey,RB,2003,0,1,1,4,109,,,,,,129,503,2,10,35,0,,,The Citadel
1995,6,173,Charlie Simmons,WR,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1995,7,230,Adam Timmerman,G,2006,0,1,11,65,186,,,,,,,,,1,-4,0,,,South Dakota St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1994,1,16,Aaron Taylor,G,1999,0,0,5,28,75,,,,,,,,,,,,,,Notre Dame
1994,3,84,LeShon Johnson,RB,1999,0,0,1,10,62,,,,,,253,955,5,43,434,2,,,Northern Illinois
1994,4,126,Gabe Wilkins,DE,1999,0,0,3,22,84,,,,,,,,,,,,1,13.5,Gardner-Webb
1994,5,146,Terry Mickens,WR,1999,0,0,0,8,79,,,,,,,,,70,851,4,,,Florida A&M
1994,5,149,Dorsey Levens,RB,2004,0,1,3,54,144,0,2,0,0,0,1243,4955,36,304,2334,17,,,Georgia Tech
1994,6,169,Jay Kearney,WR,,0,0,0,,,,,,,,,,,,,,,,West Virginia
1994,6,175,Ruffin Hamilton,LB,1999,0,0,0,3,44,,,,,,,,,,,,,,Tulane
1994,6,181,Bill Schroeder,WR,2004,0,0,5,38,111,0,1,0,0,0,3,17,0,304,4583,28,,,Wisc-LaCrosse
1994,6,190,Paul Duckworth,LB,,0,0,0,,,,,,,,,,,,,,,,Connecticut
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1993,1,15,Wayne Simmons,LB,1998,0,0,4,45,90,,,,,,,,,,,,3,11.5,Clemson
1993,1,29,George Teague,DB,2001,0,0,6,38,133,,,,,,,,,,,,15,2.0,Alabama
1993,3,81,Earl Dotson,T,2002,0,0,6,41,120,,,,,,,,,,,,,,Texas A&M-Kingsville
1993,5,118,Mark Brunell,QB,2011,0,3,11,96,193,2761,4640,32072,184,108,513,2421,15,,,,,,Washington
1993,5,119,James Willis,LB,1999,0,0,3,22,93,,,,,,,,,,,,4,2.0,Auburn
1993,6,141,Doug Evans,DB,2003,0,0,8,57,162,,,,,,,,,,,,28,6.0,Louisiana Tech
1993,6,152,Paul Hutchins,T,1994,0,0,0,2,17,,,,,,,,,,,,,,West. Michigan
1993,6,156,Tim Watson,DB,1997,0,0,0,0,13,,,,,,,,,,,,,,Howard
1993,7,183,Bob Kuberski,DT,1999,0,0,0,5,42,,,,,,,,,,,,,2.0,Navy
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1992,1,5,Terrell Buckley,DB,2005,0,0,8,58,209,,,,,,,,,,,,50,2.0,Florida St.
1992,2,34,Mark D'Onofrio,LB,1992,0,0,0,1,2,,,,,,,,,,,,,,Penn St.
1992,3,62,Robert Brooks,WR,2000,0,0,5,45,100,,,,,,17,75,0,309,4276,32,,,South Carolina
1992,4,103,Edgar Bennett,RB,1999,0,0,5,51,112,1,2,18,1,0,1115,3992,21,284,2245,10,,,Florida St.
1992,5,119,Dexter McNabb,FB,1995,0,0,0,2,33,,,,,,2,11,0,,,,,,Florida
1992,5,130,Orlando McKay,WR,,0,0,0,,,,,,,,,,,,,,,,Washington
1992,6,157,Mark Chmura,TE,1999,0,3,4,33,89,,,,,,,,,188,2253,17,,,Boston Col.
1992,7,190,Christopher Holder,WR,,0,0,0,,,,,,,,,,,,,,,,Tuskegee
1992,9,230,Ty Detmer,QB,2003,0,0,2,16,54,546,946,6351,34,35,72,177,3,,,,,,BYU
1992,9,240,Shazzon Bradley,DT,,0,0,0,,,,,,,,,,,,,,,,Tennessee
1992,10,257,Andrew Oberg,T,,0,0,0,,,,,,,,,,,,,,,,North Carolina
1992,11,287,Gabe Mokwuah,LB,,0,0,0,,,,,,,,,,,,,,,,American Int.
1992,12,314,Brett Collins,LB,1994,0,0,0,3,27,,,,,,,,,,,,,,Washington
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1991,1,19,Vinnie Clark,DB,1996,0,0,3,26,83,,,,,,,,,,,,13,,Ohio St.
1991,2,35,Esera Tuaolo,NT,1999,0,0,3,25,111,,,,,,,,,,,,1,12.0,Oregon St.
1991,3,67,Don Davey,DT,1997,0,0,3,19,92,,,,,,,,,,,,,8.0,Wisconsin
